PMID	Text
21157327	Advances in celiac disease. PURPOSE OF REVIEW: To critically summarize recent research in celiac disease. RECENT FINDINGS: There are new serological markers with potential use not only in the diagnosis of celiac disease but also as important follow-up tools. As our understanding of celiac disease increases with further isolation of nonhuman leukocyte antigen genes and clarification of the intracellular pathways that underlie its pathogenesis, there are new modalities which will not only allow improved risk stratification of individuals but also facilitate the development of novel therapeutic agents. SUMMARY: Small bowel biopsy remains the gold standard for both diagnosis and monitoring. A gluten-free diet currently remains the only treatment option, with potential other options being discovered such as glutenases for predigestion of gluten.
27598396	
31981420	
25824916	
30287732	Adherence to Gluten-Free Diet in Children with Celiac Disease. Celiac disease (CD) can only be treated by rigorous life-long gluten-free diet (GFD). The study included 102 mothers and their CD children treated with GFD for at least two years. Frequency and cause of diet failure in children treated at present (54 children) and 10 years ago (48 children) were compared. Dietary adherence was evaluated serologically (tTG), while diet management difficulties were examined by means of a questionnaire. The study shows that one-third of patients fail to follow GFD, more often 10 years ago than now (40% vs. 26%; p < 0.05), mainly children aged 13-18 (54% vs. 40% now; p < 0.05). Younger children (up to 12) are less likely to abandon the diet (27% vs. 8%; p < 0.05). In this age group non-intentional diet failure prevails, while teenagers interrupt their diet intentionally (45% vs. 33%; p = ns (small population of children in this groups)). Currently, the most common causes of teenage diet failure are the absence of symptoms after consuming a small amount of gluten and, even more often, troublesome diet administration. Previously, the absence of peer acceptance prevailed. With this study we found that: 1. In West Pomerania, every fourth CD child does not follow GFD. 2. For years, teenagers have failed to follow GFD due to the absence of symptoms after consuming small amounts of gluten. 3. The incidence of non-intentional failure to follow GFD has significantly decreased over years, which indicates better dietary care.
27480555	[An analysis of clinical features of celiac disease patients in different ethnic]. OBJECTIVE: To summarize the clinical features of different racial patients with celiac disease (CD) and analyze the disease prevalence, diagnosis and treatment in Chinese population. METHODS: All the patients were diagnosed as CD and enrolled in Beijing United Family Hospital between January 2005 and July 2015.Clinical data including nationality, age, symptoms, endoscopic and pathological findings, outcome were collected and compared in patients from different countries. RESULTS: A total of 87 patients were enrolled including 63 Caucasians, 18 Asian patients and 6 Middle East patients.The peak age of disease onset was 40-60 years old.Patients with typical symptoms such as chronic diarrhea and weight loss only accounted for 20.7%(18/87) and 9.2%(8/87) respectively.Some patients presented with nonspecific symptoms such as abdominal pain and bloating [32.2%(28/87)], even constipation [5.7%(5/87)].13.8%(12/87) patients were previously diagnosed as irritable bowel syndrome.The incidence of abdominal pain, bloating, diarrhea and constipation between Asians and Caucasians had no statistical significance (P>0.05); but the proportions of weight loss, growth retardation, iron deficiency anemia and dermatitis herpetiformis in Asian group were significantly higher than that in Caucasian group (P<0.05). IgA type of anti-gliadin antibody (AGA), endomysium antibody (EMA) and tissue transglutaminase antibody (tTGA) were dominant autoimmune antibodies in patients with CD, which accounted for 58.6%(51/87), 44.8%(39/87) and 36.8%(32/87) respectively.The endoscopy showed that the lesion of CD was mainly located in small intestine, with reducing severity from the proximal to the distal small intestine.The lesions of duodenal bulb and descending duodenum appeared more significant in Asian group.Accordingly pathological intestinal atrophy and the degree of intraepithelial lymphocytosis were more severe in Asian patients.All 87 cases took the gluten-free diet (GFD). Eighty-one cases received serological follow up and 8 with endoscopic intestinal biopsy.The celiac disease antibodies in 47 patients turned negative from 6-9 months after GFD treatment, while 34 patients turned negative from 12-18 months after GFD.All patients reported disease remission to some extent.After 1 year GFD treatment, the pathology of endoscopic intestinal biopsy in 8 patients showed significant improvement of villous atrophy and lymphocyte infiltration. CONCLUSIONS: CD patients with typical clinical manifestations are not the majority.Serological celiac disease antibodies (AGA, EMA and tTGA) have a high diagnostic value.GFD treatment is effective on majority of celiac patients.Clinical manifestations, endoscopy, intestinal pathology, and response to GFD in Chinese patients are not the same as Caucasians.Clinicians need to pay attention to the differential diagnosis.
30513876	Are Gluten-Free Diets More Nutritious? An Evaluation of Self-Selected and Recommended Gluten-Free and Gluten-Containing Dietary Patterns. Gluten-free (GF) eating patterns are frequently perceived to be healthier than gluten-containing (GC) ones, but there has been very little research to evaluate this viewpoint. The effect of GF eating patterns on dietary composition was assessed using two independent approaches. One approach compared macronutrients and typical shortfall nutrients between MyPlate example menus developed with either GC or equivalent GF foods. In this analysis, the GF menus were significantly lower in protein, magnesium, potassium, vitamin E, folate, and sodium (p = 0.002-0.03), with suggestive trends towards lower calcium and higher fat (p = 0.06-0.08). The second approach was a meta-analysis of seven studies comparing information on the nutrient intakes of adults with celiac disease following a GF diet with control subjects eating a GC diet, and differences were evaluated using paired t-tests or Wilcoxon Signed rank tests. In this analysis, consuming a GF diet was associated with higher energy and fat intakes, and lower fiber and folate intakes compared to controls (p < 0.001 to p = 0.03). After adjusting for heterogeneity and accounting for the large mean effect size (-0.88 +- 0.09), the lower fiber remained significant (p < 0.001). These combined analyses indicate that GF diets are not nutritionally superior except for sodium, and in several respects are actually worse.
32686439	A comparison of the nutritional profile and price of gluten-free products and their gluten-containing counterparts available in the Spanish market. INTRODUCTION: Background: to date, gluten-free (GF) diet is the only treatment available for individuals with celiac disease. Both individual and collective food intake assessments are a challenge because a food composition database of GF products (GFPs) is lacking. Objectives: to describe the process of developing a food composition database of GFPs, and to compare the nutritional profile and price of some GFPs and non-GFPs. Methods: initially, a total of 216 brands of GFPs marketed in Spain were recorded. Nutritional information was collected from nutritional labels and product fact sheets that had been provided by food companies or collected first-hand by researchers. Then, the nutritional profile and price of the cereal and cereal byproducts foodstuff groups, including 19 types of products, were compared. Statistical analyses were performed using the SPSS statistical program (22.0 edition; SPSS, Chicago, IL, USA). Results: a total of 2,247 GFPs from 126 different foodstuff brands were included in the food composition database of GFPs (CELIAC-BASE). We classified these products into 14 foodstuff groups. The protein content of the GFPs studied was significantly lower, and the price was higher, than that of their non-GFP counterparts. Some, but not all, GFPs had a higher content of fat and sugar, and a lower content of dietary fiber as compared to their non-GFP counterparts. Some GFPs were up to 6 times more expensive than the corresponding non-GFPs. Conclusions: CELIAC-BASE is a pioneering tool for dietitians. Many GFPs have poor nutritional profiles and should be consumed only occasionally in a balanced GF diet.
24445753	Health-related quality of life in children and adolescents with celiac disease: patient-driven data from focus group interviews. PURPOSE: Celiac disease (CD) is a chronic inflammatory disease requiring constant management with a gluten-free diet (GFD). Little is known about how CD impacts on health-related quality of life (HRQOL) in children and adolescents, and how they feel about and cope with CD and GFD. This qualitative study explores the impact of CD and GFD on HRQOL in everyday living of children and adolescents. METHODS: In focus group interviews, we investigated HRQOL in children and adolescents with CD in order to identify patient concerns in living with CD and on a GFD. Seven focus groups were formed with 23 children/adolescents and 3 parents. Interviews were transcribed verbatim. Grounded theory approach was applied to analyse the interviews. RESULTS: CD had varying impact on the children and adolescents HRQOL. Two major categories emerged with importance for HRQOL in children and adolescents with CD, having CD (constructed from the six subcategories: symptoms, the diagnosis-process, self-perception, awareness of CD, social and emotional impact of CD, and thoughts about the future) and coping with CD (constructed from the two subcategories: coping with food and coping with social situations). The complexity of coping with CD in social situations that involve food is presented in a flowchart. CONCLUSIONS: Children and adolescents showed large diversity in how much impact CD has on their HRQOL. Different ways of coping with CD and GFD were identified. Findings will be used to generate a patient-driven disease-specific questionnaire to measure HRQOL in children and adolescents with CD.
26606684	Adverse Effects of Wheat Gluten. Man began to consume cereals approximately 10,000 years ago when hunter-gatherers settled in the fertile golden crescent in the Middle East. Gluten has been an integral part of the Western type of diet ever since, and wheat consumption is also common in the Middle East, parts of India and China as well as Australia and Africa. In fact, the food supply in the world heavily depends on the availability of cereal-based food products, with wheat being one of the largest crops in the world. Part of this is due to the unique properties of wheat gluten, which has a high nutritional value and is crucial for the preparation of high-quality dough. In the last 10 years, however, wheat and gluten have received much negative attention. Many believe that it is inherently bad for our health and try to avoid consumption of gluten-containing cereals; a gluten-low lifestyle so to speak. This is fueled by a series of popular publications like Wheat Belly; Lose the Wheat, Lose the Weight, and Find Your Path Back to Health. However, in reality, there is only one condition where gluten is definitively the culprit: celiac disease (CD), affecting approximately 1% of the population in the Western world. Here, I describe the complexity of the cereals from which gluten is derived, the special properties of gluten which make it so widely used in the food industry, the basis for its toxicity in CD patients and the potential for the development of safe gluten and alternatives to the gluten-free diet. 
30453686	Gluten-Free Diet in Celiac Disease-Forever and for All? The gluten-free diet is the only effective treatment available for celiac disease. However, it is difficult to adhere to and a closer look on the diet's implementation and indications reveals several ambiguities: Not only is there controversy on the threshold of gluten that can be tolerated in the frame of a strict gluten-free diet, but it is also unclear whether the gluten-free diet is an appropriate treatment in patient subgroups with asymptomatic or potential celiac disease. Reports from a number of research groups suggest that a certain proportion of patients may effectively develop tolerance to gluten and thus become suitable for gluten reintroduction over time. In this review, we set out to create an overview about the current state of research as regards the definition of a strict gluten-free diet in terms of the gluten thresholds considered tolerable and the indication for a gluten-free diet in the absence of histological abnormalities or symptoms. Furthermore, we discuss the concept that a gluten-free diet must be followed for life by all patients.
10894210	
23253610	Long-term follow-up after gene therapy for canavan disease. Canavan disease is a hereditary leukodystrophy caused by mutations in the aspartoacylase gene (ASPA), leading to loss of enzyme activity and increased concentrations of the substrate N-acetyl-aspartate (NAA) in the brain. Accumulation of NAA results in spongiform degeneration of white matter and severe impairment of psychomotor development. The goal of this prospective cohort study was to assess long-term safety and preliminary efficacy measures after gene therapy with an adeno-associated viral vector carrying the ASPA gene (AAV2-ASPA). Using noninvasive magnetic resonance imaging and standardized clinical rating scales, we observed Canavan disease in 28 patients, with a subset of 13 patients being treated with AAV2-ASPA. Each patient received 9 x 10(11) vector genomes via intraparenchymal delivery at six brain infusion sites. Safety data collected over a minimum 5-year follow-up period showed a lack of long-term adverse events related to the AAV2 vector. Posttreatment effects were analyzed using a generalized linear mixed model, which showed changes in predefined surrogate markers of disease progression and clinical assessment subscores. AAV2-ASPA gene therapy resulted in a decrease in elevated NAA in the brain and slowed progression of brain atrophy, with some improvement in seizure frequency and with stabilization of overall clinical status.
16568890	Adeno-associated virus as a gene therapy vector: vector development, production and clinical applications. Adeno-associated virus (AAV) has emerged as an attractive vector for gene therapy. AAV vectors have successfully been utilized to promote sustained gene expression in a variety of tissues such as muscle, eye, brain, liver, and lung. As the significance of AAV as a gene therapy vector has been realized over the past years, recent developments in recombinant AAV (rAAV) production and purification have revolutionized the AAV field. It is now possible to produce high yields of vector (10(12)-10(13) genome-containing particles per mL) that are free of contaminating cellular and helper virus proteins. Such vectors have been successfully used in preclinical applications in animal models such as those of hemophilia, lysosomal storage diseases and vision deficiency, all of which have shown therapeutic benefits from rAAV treatment. Clinical trials using rAAV2 for the treatment of hemophilia B, cystic fibrosis, alpha-1-antitrypsin deficiency, and Canavan disease have begun, and reports from these phase I trials support the safety seen in preclinical trials. Eventually, tissue-specific vectors that can potentially evade the immune system will be required to optimize success in gene therapy. In recent years, this has led to the development of retargeted rAAV2 vectors and the identification and characterization of new serotypes from human and nonhuman primates that could potentially achieve these goals. AAV virologists and gene therapists alike have just begun to scratch the surface in terms of the utility of this small virus in a clinical setting. In this chapter, we will provide a comprehensive overview of the recent advances in rAAV vector production and purification, vector development, and clinical applications.
19685155	Glyceryl triacetate for Canavan disease: a low-dose trial in infants and evaluation of a higher dose for toxicity in the tremor rat model. Canavan disease (CD) is a fatal dysmyelinating genetic disorder associated with aspartoacylase deficiency, resulting in decreased brain acetate levels and reduced myelin lipid synthesis in the developing brain. Here we tested tolerability of a potent acetate precursor, glyceryl triacetate (GTA), at low doses in two infants diagnosed with CD, aged 8 and 13 months. Much higher doses of GTA were evaluated for toxicity in the tremor rat model of CD. GTA was given orally to the infants for up to 4.5 and 6 months, starting at 25 mg/kg twice daily, doubling the dose weekly until a maximum of 250 mg/kg reached. Wild-type and tremor rat pups were given GTA orally twice daily, initially at a dose of 4.2 g/kg from postnatal days 7 through 14, and at 5.8 g/kg from day 15 through 23, and thereafter in food (7.5%) and water (5%). At the end of the trial (approximately 90 to 120 days) sera and tissues from rats were analysed for changes in blood chemistry and histopathology. GTA treatment caused no detectable toxicity and the patients showed no deterioration in clinical status. In the high-dose animal studies, no significant differences in the mean blood chemistry values occurred between treated and untreated groups, and no lesions indicating toxicity were detectable in any of the tissues examined. Lack of GTA toxicity in two CD patients in low-dose trials, as well as in high-dose animal studies, suggests that higher, effective dose studies in human CD patients are warranted.
11589315	Canavan disease: a review of recent developments. The clinical features, causes and potential treatment of Canavan disease are reviewed. The course of the illness can show considerable variation, and can sometimes be protracted. It has an autosomal recessive mode of inheritance, and is caused by mutations in the gene for aspartoacetylase, localized to the short arm of chromosome 17. The changes in the central nervous system are related to the deficiency of aspartoacyclase which leads to an excess of N-acetylaspartate. Prenatal diagnosis of Canavan disease is possible by the measurement of N-acetylaspartate in the amniotic fluid, but the method of choice is by DNA analysis. If an infant is suspected of having the disease, due to megalencephaly and clinical deterioration, the diagnosis can be confirmed by elevated N-acetylaspartate levels in the urine, blood, and spinal fluid--and in the brain using proton magnetic resonance spectroscopy. Neuroradiological investigations confirm the white matter degeneration. Reports of children with megalencephaly, and similar clinical findings, but with normal metabolic tests, are also considered. Until recently treatment was symptomatic, such as the control of seizures, but now there is a possibility though not yet proven, of using gene therapy with modification of the phenotype of brain cells while bypassing the blood-brain barrier and the ependyma. This seems to be well tolerated, and was associated with biochemical, radiological, and clinical changes. The development of knockout mice for Canavan disease should help in the development of gene transfer vectors to treat Canavan disease and for understanding the pathophysiology.
16532510	Immune responses to AAV in a phase I study for Canavan disease. BACKGROUND: Canavan disease is a rare leukodystrophy with no current treatment. rAAV-ASPA has been developed for gene delivery to the central nervous system (CNS) for Canavan disease. This study represents the first use of a viral vector in an attempt to ameliorate a neurodegenerative disorder. METHODS: Subjects received intracranial infusions via six cranial burr holes. Adeno-associated virus, serotype 2 (AAV2), mediated intraparenchymal delivery of the human aspartoacylase cDNA at a maximum dose of 1 x 10(12) vector genomes per subject. The immune response and safety profiles were monitored in the follow-up of ten subjects. RESULTS: Following rAAV2 administration, we found no evidence of AAV2 neutralizing antibody titers in serum for the majority of subjects tested (7/10). In a subset (3/10) of subjects, low to moderately high levels of AAV2 neutralizing antibody with respect to baseline were detected. In all subjects, there were minimal systemic signs of inflammation or immune stimulation. In subjects with catheter access to the brain lateral ventricle, cerebrospinal fluid was examined and there was a complete absence of neutralizing antibody titers with no overt signs of brain inflammation. CONCLUSIONS: rAAV2 vector administration to the human CNS appears well tolerated. The low levels of immune response to AAV2 detected in 3/10 subjects in this study suggest at this dose and with intraparenchymal administration this approach is relatively safe. Long-term monitoring of subjects and expansion to phase II/III will be necessary in order to make definitive statements on safety and efficacy.
12443821	Upper airway abnormalities in Canavan disease. OBJECTIVE: To describe upper airway anatomical abnormalities associated with Canavan disease. METHODS: Retrospective case report. RESULTS: Physical examination and laryngoscopy demonstrated oropharyngeal narrowing, macroglossia, and bronchial asymmetry in a child with Canavan disease. Tracheostomy decreased problems with chronic aspiration and obstructive sleep apnea. CONCLUSIONS: Oropharyngeal obstruction and bronchial asymmetry are previously undescribed upper airway abnormalities found in an individual with Canavan disease. Tracheostomy is an effective method of managing chronic aspiration and obstruction in these patients.
28748022	[Primary congenital lymphedema: Milroy disease: the first case observed in the Department of Pediatrics at the University Hospital Yalgado Ouedraogo, Ouagadougou]. Congenital lymphedema is the accumulation of lymphatic fluid in the child's interstitial spaces. Milroy disease is a rare, hereditary, autosomal dominant condition showing incomplete penetrance. We report the case of a 7-year old little girl with Milroy disease examined for erysipelas on congenital big right leg. A family history of large congenital member existed. Physical examination showed big oedematous right leg painful to palpation, with skin lichenification and erysipelas. Paraclinical assessment objectified cutaneous lymphedema with vascular involvement suggestive of ectasia of the right saphenous vein. Female karyotype showed no abnormalities, despite the small chromosomal rearrangements. Treatment was based on physiotherapy, bandages, compression stockings and psychotherapy. This first case in Burkina Faso testifies to the rarity of the pathology but especially to the diagnostic difficulties related to the inadequacy of paraclinical investigations.
27816481	NK cell effector functions in a Chediak-Higashi patient undergoing cord blood transplantation: Effects of in vitro treatment with IL-2. NK cell cytotoxicity in Chediak-Higashi syndrome (CHS) is strongly impaired as lytic granules are not released upon NK-target cell contact, contributing to several defects typical of this severe immunodeficiency. Correction of NK cell defects in CHS should improve the outcome of hematopoietic stem-cell transplantation, proposed as therapy. We investigated NK cell functions in a CHS patient before and after cord-blood transplantation, and the ability of in vitro IL-2 treatment to restore them. Before the transplant, the strong defect in NK cell-mediated natural and antibody-dependent cytotoxicity, as well as in IFN-gamma production, could be restored up to normal levels by in vitro IL-2 treatment. This cytokine also caused the appearance of smaller lysosomal granules and their orientation towards the NK-target cell contact area, thus suggesting that IL-2 had a more general capacity to restore NK cell effector functions. Moreover after the transplant, although the successful engraftment, NK cell cytotoxicity resulted still partially impaired at one year, almost normal at ten years and, anyhow, fully recovered by in vitro IL-2 treatment. Taken together, our results indicate that IL-2 had a wide capacity to restore NK cell effector functions, being able to reverse the altered cytotoxic activity, lytic granule pattern, and cytokine production observed in the CHS patient.
15765164	Hematopoietic stem cell transplantation in Taiwanese children with primary immunodeficiency. BACKGROUND AND PURPOSE: Since 1968 it has been known that hematopoietic stem cell transplantation (HSCT) can ameliorate primary immunodeficiencies, but data on the long-term efficacy of this treatment in Taiwan are limited. This study analyzed the outcome of HSCT and the immune reconstruction in 10 children with primary immunodeficiencies in Taiwan. METHODS: We retrospectively analyzed the outcome of HSCT in 10 children with primary immunodeficiencies between 1986 and 2002. The primary immunodeficiencies in these children included severe combined immunodeficiency (SCID) in 4, Wiskott-Aldrich syndrome (WAS) in 4, Chediak-Higashi syndrome (CHS) in 1, and leukocyte adhesion deficiency (LAD) in 1. The conditioning protocols included busulfan and cyclophosphamide in 2 patients with SCID, 3 patients with WAS, 1 patient with LAD and 1 patient with CHS. Anti-thymocyte globulin was given to only 1 patient with WAS and no conditioning therapy was given in 2 SCID patients. Graft-versus-host disease (GVHD) prophylaxis with cyclosporine (CsA) and methotrexate was prescribed in 6 children, CsA alone in 1, and CsA and T-cell depletion in 1. RESULTS: Six patients were cured and 1 improved during a follow-up period from 3.5 years to 13 years after transplantation. Three patients died of severe sepsis. Three patients developed acute GVHD, which was grade 2 in 2 patients, and grade 3 in 1. Veno-occlusive disease developed in 1 patient and chronic GVHD with contracture of joints in 1. CONCLUSIONS: Our results support the benefits of allo-HSCT in children with primary immunodeficiencies. However, HSCT should be performed as soon as possible before severe infection develops.
33093354	Haploidentical Stem Cell Transplant With Post-transplant Cyclophosphamide for Chediak-Higashi Syndrome: A Very Rare Case Report. Chediak-Higashi syndrome is a rare immunodeficiency disorder for which hematopoietic stem cell transplant (HSCT) is the only curative treatment option. HSCT only corrects the hematologic and immunologic manifestations of the disease but neurologic complications may still progress after transplant. Haploidentical HSCT (haplo-HSCT) has evolved as a feasible alternative for patients with primary immunodeficiency. More recently, there has been use of haplo-HSCT with post-transplant cyclophosphamide. However, only 4 cases of Chediak-Higashi syndrome have been reported using this approach. Here, the authors describe a case of a 17-month-old boy who was successfully treated by haplo-HSCT with reduced-toxicity conditioning (fludarabine/treosulfan/melphalan) and post-transplant cyclophosphamide.
28355352	A novel frameshift mutation of Chediak-Higashi syndrome and treatment in the accelerated phase. Chediak-Higashi syndrome (CHS) is a rare autosomal recessive immunodeficiency disease characterized by frequent infections, hypopigmentation, progressive neurologic deterioration and hemophagocytic lymphohistiocytosis (HLH), known as the accelerated phase. There is little experience in the accelerated phase of CHS treatment worldwide. Here, we present a case of a 9-month-old boy with continuous high fever, hypopigmentation of the skin, enlarged lymph nodes, hepatosplenomegaly and lung infection. He was diagnosed with CHS by gene sequencing, and had entered the accelerated phase. After 8 weeks of therapy, the boy had remission and was prepared for allogenic stem cell transplantation.
25609327	
17637689	
28219570	Living-Donor Lung Transplantation After Bone Marrow Transplantation for Chediak-Higashi Syndrome. An 8-year-old girl with Chediak-Higashi syndrome (CHS) had pulmonary complications after hematopoietic stem cell transplantation (HSCT) for hemophagocytic lymphohistiocytosis (HLH) and eventually underwent single living-donor lobar lung transplantation (LDLLT). Electron micrographic findings showed vagus nerve tissue in extracted lung having granular inclusions, which are pathognomonic for CHS. Because her mother was the donor for both hematopoietic stem cell and lung transplantations, she was weaned from immunosuppression and is doing well 3 years after lung transplantation. Furthermore, an induced pluripotent stem (iPS) cell line was established from her skin fibroblasts for investigation and potential future treatment for CHS.
28762620	A case of Chediak-Higashi syndrome presented with accelerated phase could be treated effectively by unrelated cord blood transplantation. CHS is a rare immunodeficiency syndrome with defects in the functions of cytotoxic cells and neutrophils. Approximately 85% of patients with CHS undergo an AP within the first decade, which is similar to FHLH. Chemotherapy could induce transient remission, but only allogeneic HCT could correct the underlying genetic defect and prevent relapse. We reported a case of CHS diagnosed at 19 months, who had an elder brother who had previously succumbed to the same disease. The little girl presented with severe AP manifestations including recurrent high fever, enlarged superficial lymph nodes, and extraordinary hepatosplenomegaly occupying the whole abdominal and pelvic cavity. Comprehensive therapies including HLH 2004 protocol, supportive care, and antibiotics, especially antituberculous agents, were given to her to induce remission. After remission, the patient received fully HLA-matched UCBT. The transplantation course was uneventful, except for fluctuation of donor chimerism. The patient has been alive for 36 months without infection and neurologic manifestations and is under further follow-up. Our result provides another case that UCBT can be effective for treating patients with CHS and remission before HCT is important for good prognosis.
17293882	Hematopoietic cell transplantation for Chediak-Higashi syndrome. We reviewed outcomes after allogeneic hematopoietic cell transplantation (HCT) in 35 children with Chediak-Higashi syndrome (CHS). Twenty-two patients had a history of the life-threatening accelerated phase of CHS before HCT and 11 were in accelerated phase at transplantation. Thirteen patients received their allograft from an human leukocyte antigen (HLA)-matched sibling, 10 from an alternative related donor and 12 from an unrelated donor. Eleven recipients of HLA-matched sibling donor, three recipients of alternative related donor and eight recipients of unrelated donor HCT are alive. With a median follow-up of 6.5 years, the 5-year probability of overall survival is 62%. Mortality was highest in those with accelerated phase disease at transplantation and after alternative related donor HCT. Only four of 11 patients with active disease at transplantation are alive. Seven recipients of alternative related donor HCT had active disease at transplantation and this may have influenced the poor outcome in this group. Although numbers are limited, HCT appears to be effective therapy for correcting and preventing hematologic and immunologic complications of CHS, and an unrelated donor may be a suitable alternative for patients without an HLA-matched sibling. Early referral and transplantation in remission after accelerated phase disease may improve disease-free survival.
14599068	Chediak-Higashi syndrome: four cases from Northern Finland. UNLABELLED: Chediak-Higashi syndrome (CHS) is a rare multiorgan disease entity with autosomal recessive inheritance characterized by oculocutaneous albinism, bleeding tendency, recurrent bacterial infections and various neurological symptoms. Intracellular vesicle formation is deficient, resulting in giant granules in many cells, e.g. giant melanosomes in the melanocytes. Diagnosis has been based on morphological examination of peripheral blood and bone marrow, with giant granules seen in cells of the myeloid lineage and in lymphocytes. The ultimate diagnostic test is to look for a mutated LYST gene. Most patients develop an accelerated phase of the disease with deposition of lymphohistiocytes in the liver, spleen, lymph nodes and bone marrow, resulting in hepatosplenomegaly, bone marrow infiltration and haemophagocytosis. Peripheral blood neutropenia becomes more profound as anaemia and thrombocytopenia develop. Most patients succumb before the age of 10 years. Four patients with CHS are described, one of whom is a long-term survivor after successful allogeneic bone marrow transplantation, two succumbed during the accelerated phase and one is living with a chronic form of the disease. CONCLUSION: Allogeneic bone marrow transplantation from an HLA-matched sibling is the therapy of choice and should be performed early. If there is no matched family donor, an unrelated donor or a placental blood graft is a good alternative. The clinical picture of CHS is heterogeneous and therapeutic decisions need to be made on an individual basis.
14528111	Fludarabine and once-daily intravenous busulfan for allogeneic bone marrow transplantation for Chediak-Higashi syndrome. An HLA-identical sibling bone marrow transplant was done for a patient with Chediak-Higashi syndrome. The preparative regimen included intravenous fludarabine (40 mg/m2/dx4) and busulfan (130 mg/m2/dx4). Busulfan was given once daily. Pharmacokinetic studies showed the area under the concentration-time curve of the once-daily intravenous busulfan was similar to that seen with the total daily dose administered with an every-6-hourly regimen. Toxicity was minimal. Myeloid engraftment occurred on day +17 and donor chimerism was complete. Fludarabine and once-daily intravenous busulfan is well tolerated and is adequate for engraftment of sibling transplant in Chediak-Higashi syndrome.
26511512	Allogeneic hematopoietic stem cell transplantation for Chediak-Higashi syndrome. The clinical outcome of allogeneic HSCT was retrospectively analyzed in eight patients with CHS. In total, six of these eight patients are alive. Four of five patients transplanted with MAC achieved prompt engraftment, and three of the four patients, including two patients with AP before transplant, are alive without disease. In contrast, three patients transplanted with RIC without active AP disease achieved prompt engraftment and survive long term. RIC-HSCT might be an alternative treatment for CHS similar to other types of HLH, at least for patients without active AP disease. 
11509933	Failure of sustained engraftment after non-myeloablative conditioning with low-dose TBI and T cell-reduced allogeneic peripheral stem cell transplantation. We investigated whether a T cell-reduced allogeneic stem cell transplant (SCT) with minimal conditioning and subsequent donor lymphocyte infusions (DLI) could reduce the incidence and severity of GVHD while retaining stable engraftment. Five patients with hematological malignancies (three MM, one CLL, one Chediak-Higashi syndrome) were conditioned with TBI (200 cGy). One patient additionally received fludarabine (120 mg/m(2)). CsA and mofetyl-mycophenolate (MMF) were administered to prevent GVHD. All patients were grafted with >3 x 10(6)/kg highly purified CD34(+) cells together with 2 x 10(6)/kg CD3(+) cells (three patients) or 1 x 10(5)/kg CD3(+) cells (two patients). Quick hematopoietic recovery and initial mixed donor chimerism was observed. Treatment-related toxicity was minimal in all but one patient who died of treatment-refractory GVHD on day 112. The four other patients only achieved partial donor T cell chimerism. BM and PBMC donor chimerism was lost between day 40 and 209 despite DLI. Three patients are alive with disease and one is in CR. We conclude that T cell-reduced SCT using 200 cGy as the conditioning regimen does not result in stable hematopoietic engraftment. Predominant donor T cell chimerism is not a prerequisite for initial allogeneic hematopoietic proliferation. However for sustained long-term engraftment it is of major importance.
15790783	Progressive neurologic dysfunctions 20 years after allogeneic bone marrow transplantation for Chediak-Higashi syndrome. Three patients with Chediak-Higashi syndrome underwent allogeneic bone marrow transplantation between the ages of 2 years 9 months and 7 years. The outcome was uneventful, with sustained mixed chimerism. No subsequent recurrent infections or hemophagocytic syndrome were observed. At the age of 22 to 24 years, these 3 patients developed a neurologic deficit combining difficulty walking, loss of balance, and tremor. Neurologic evaluation demonstrated cerebellar ataxia and signs of peripheral neuropathy. Moderate axon loss and rarefaction of large myelinated fibers were observed on semithin sections of peripheral nerve. Cerebellar atrophy was detected by cerebral magnetic resonance imaging in 2 patients. We also reviewed the very long-term outcome of the other 11 patients with Chediak-Higashi syndrome who had received bone marrow transplants at our center since 1981. All displayed neurologic deficits or low cognitive abilities.
